pub_date	title	venue	excerpt	citation	url_slug	paper_url
2018-06-19	Modelling signalling networks from perturbation data	Bioinformatics	We developped STASNet to provide an augmented version of Modular Response Analysis suited to model signalling networks from incomplete perturbtion schemes.	Dorel et al. (2018). "Modelling signalling networks from perturbation data" <i>Bioinformatics</i>. 34(23).	stasnet	http://academicpages.github.io/files/stasnet.pdf
